Mod:Item:MetaData, Localized Name
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:keybutton:0, Drawer Key Button
storagedrawers:keybutton:1, Concealment Key Button
storagedrawers:keybutton:2, Personal Key Button
storagedrawers:keybutton:3, Quantify Key Button
storagedrawers:compdrawers, Compacting Drawer
storagedrawers:controller, Drawer Controller
storagedrawers:controllerslave, Controller Slave
storagedrawers:trim:0, Oak Trim
storagedrawers:trim:1, Spruce Trim
storagedrawers:trim:2, Birch Trim
storagedrawers:trim:3, Jungle Trim
storagedrawers:trim:4, Acacia Trim
storagedrawers:trim:5, Dark Oak Trim
storagedrawers:customdrawers:0, Framed Drawer
storagedrawers:customdrawers:1, Framed Drawers 1x2
storagedrawers:customdrawers:2, Framed Drawers 2x2
storagedrawers:customdrawers:3, Framed Half Drawers 1x2
storagedrawers:customdrawers:4, Framed Half Drawers 2x2
storagedrawers:customtrim, Framed Trim
storagedrawers:framingtable, Framing Table
storagedrawers:upgrade_template, Upgrade Template
storagedrawers:upgrade_storage:0, Storage Upgrade (I)
storagedrawers:upgrade_storage:1, Storage Upgrade (II)
storagedrawers:upgrade_storage:2, Storage Upgrade (III)
storagedrawers:upgrade_storage:3, Storage Upgrade (IV)
storagedrawers:upgrade_storage:4, Storage Upgrade (V)
storagedrawers:upgrade_one_stack, Storage Downgrade
storagedrawers:upgrade_status:0, Status Upgrade (I)
storagedrawers:upgrade_status:1, Status Upgrade (II)
storagedrawers:upgrade_void, Void Upgrade
storagedrawers:upgrade_conversion, Conversion Upgrade
storagedrawers:upgrade_creative:0, Creative Storage Upgrade
storagedrawers:upgrade_creative:1, Creative Vending Upgrade
storagedrawers:upgrade_redstone:0, Redstone Upgrade
storagedrawers:upgrade_redstone:1, Redstone Max Upgrade
storagedrawers:upgrade_redstone:2, Redstone Min Upgrade
storagedrawers:drawer_key, Drawer Key
storagedrawers:shroud_key, Concealment Key
storagedrawers:personal_key, Personal Key
storagedrawers:quantify_key, Quantify Key
storagedrawers:tape, Packing Tape
thaumicenergistics:essentia_cell_1k, 1k ME Essentia Storage Cell
thaumicenergistics:essentia_cell_4k, 4k ME Essentia Storage Cell
thaumicenergistics:essentia_cell_16k, 16k ME Essentia Storage Cell
thaumicenergistics:essentia_cell_64k, 64k ME Essentia Storage Cell
thaumicenergistics:essentia_cell_creative, Creative ME Essentia Storage Cell
thaumicenergistics:essentia_import, ME Essentia Import Bus
thaumicenergistics:essentia_export, ME Essentia Export Bus
thaumicenergistics:essentia_storage, ME Essentia Storage Bus
thaumicenergistics:essentia_terminal, ME Essentia Terminal
thaumicenergistics:arcane_terminal, Arcane Crafting Terminal
thaumicenergistics:diffusion_core, Diffusion Core
thaumicenergistics:coalescence_core, Coalescence Core
thaumicenergistics:essentia_component_1k, 1k ME Essentia Storage Component
thaumicenergistics:essentia_component_4k, 4k ME Essentia Storage Component
thaumicenergistics:essentia_component_16k, 16k ME Essentia Storage Component
thaumicenergistics:essentia_component_64k, 64k ME Essentia Storage Component
thaumicenergistics:upgrade_arcane, Arcane Charging Upgrade
thaumicenergistics:dummy_aspect, item.thaumicenergistics.dummy_aspect.name
thaumicenergistics:infusion_provider, Essentia Infusion Provider
travelersbackpack:travelers_backpack:0, Traveler's Backpack
travelersbackpack:travelers_backpack:1, Traveler's Backpack
travelersbackpack:travelers_backpack:2, Traveler's Backpack
travelersbackpack:travelers_backpack:3, Traveler's Backpack
travelersbackpack:travelers_backpack:4, Traveler's Backpack
travelersbackpack:travelers_backpack:5, Traveler's Backpack
travelersbackpack:travelers_backpack:6, Traveler's Backpack
travelersbackpack:travelers_backpack:7, Traveler's Backpack
travelersbackpack:travelers_backpack:8, Traveler's Backpack
travelersbackpack:travelers_backpack:9, Traveler's Backpack
travelersbackpack:travelers_backpack:10, Traveler's Backpack
travelersbackpack:travelers_backpack:11, Traveler's Backpack
travelersbackpack:travelers_backpack:12, Traveler's Backpack
travelersbackpack:travelers_backpack:13, Traveler's Backpack
travelersbackpack:travelers_backpack:14, Traveler's Backpack
travelersbackpack:travelers_backpack:15, Traveler's Backpack
travelersbackpack:travelers_backpack:16, Traveler's Backpack
travelersbackpack:travelers_backpack:17, Traveler's Backpack
travelersbackpack:travelers_backpack:18, Traveler's Backpack
travelersbackpack:travelers_backpack:19, Traveler's Backpack
travelersbackpack:travelers_backpack:20, Traveler's Backpack
travelersbackpack:travelers_backpack:21, Traveler's Backpack
travelersbackpack:travelers_backpack:22, Traveler's Backpack
travelersbackpack:travelers_backpack:23, Traveler's Backpack
travelersbackpack:travelers_backpack:24, Traveler's Backpack
travelersbackpack:travelers_backpack:25, Traveler's Backpack
travelersbackpack:travelers_backpack:26, Traveler's Backpack
travelersbackpack:travelers_backpack:27, Traveler's Backpack
travelersbackpack:travelers_backpack:28, Traveler's Backpack
travelersbackpack:travelers_backpack:29, Traveler's Backpack
travelersbackpack:travelers_backpack:30, Traveler's Backpack
travelersbackpack:travelers_backpack:31, Traveler's Backpack
travelersbackpack:travelers_backpack:32, Traveler's Backpack
travelersbackpack:travelers_backpack:33, Traveler's Backpack
travelersbackpack:travelers_backpack:34, Traveler's Backpack
travelersbackpack:travelers_backpack:35, Traveler's Backpack
travelersbackpack:travelers_backpack:36, Traveler's Backpack
travelersbackpack:travelers_backpack:37, Traveler's Backpack
travelersbackpack:travelers_backpack:38, Traveler's Backpack
travelersbackpack:travelers_backpack:39, Traveler's Backpack
travelersbackpack:travelers_backpack:40, Traveler's Backpack
travelersbackpack:travelers_backpack:41, Traveler's Backpack
travelersbackpack:travelers_backpack:42, Traveler's Backpack
travelersbackpack:travelers_backpack:43, Traveler's Backpack
travelersbackpack:travelers_backpack:44, Traveler's Backpack
travelersbackpack:travelers_backpack:45, Traveler's Backpack
travelersbackpack:travelers_backpack:46, Traveler's Backpack
travelersbackpack:travelers_backpack:47, Traveler's Backpack
travelersbackpack:travelers_backpack:48, Traveler's Backpack
travelersbackpack:travelers_backpack:49, Traveler's Backpack
travelersbackpack:travelers_backpack:50, Traveler's Backpack
travelersbackpack:travelers_backpack:51, Traveler's Backpack
travelersbackpack:travelers_backpack:52, Traveler's Backpack
travelersbackpack:travelers_backpack:53, Traveler's Backpack
travelersbackpack:travelers_backpack:54, Traveler's Backpack
travelersbackpack:travelers_backpack:55, Traveler's Backpack
travelersbackpack:travelers_backpack:56, Traveler's Backpack
travelersbackpack:travelers_backpack:57, Traveler's Backpack
travelersbackpack:travelers_backpack:58, Traveler's Backpack
travelersbackpack:travelers_backpack:59, Traveler's Backpack
travelersbackpack:travelers_backpack:60, Traveler's Backpack
travelersbackpack:travelers_backpack:61, Traveler's Backpack
travelersbackpack:travelers_backpack:62, Traveler's Backpack
travelersbackpack:travelers_backpack:63, Traveler's Backpack
travelersbackpack:travelers_backpack:64, Traveler's Backpack
travelersbackpack:travelers_backpack:65, Traveler's Backpack
travelersbackpack:travelers_backpack:66, Traveler's Backpack
travelersbackpack:travelers_backpack:67, Traveler's Backpack
travelersbackpack:travelers_backpack:68, Traveler's Backpack
travelersbackpack:travelers_backpack:69, Traveler's Backpack
travelersbackpack:travelers_backpack:70, Traveler's Backpack
travelersbackpack:travelers_backpack:71, Traveler's Backpack
travelersbackpack:travelers_backpack:72, Traveler's Backpack
travelersbackpack:travelers_backpack:73, Traveler's Backpack
travelersbackpack:travelers_backpack:74, Traveler's Backpack
travelersbackpack:travelers_backpack:75, Traveler's Backpack
travelersbackpack:travelers_backpack:76, Traveler's Backpack
travelersbackpack:backpack_tank, Backpack Tank
travelersbackpack:sleeping_bag_bottom, Sleeping bag
travelersbackpack:hose_nozzle, Hose nozzle
travelersbackpack:hose, Hose
aether_legacy:aether_grass, Aether Grass
aether_legacy:enchanted_aether_grass, Enchanted Aether Grass
aether_legacy:aether_dirt, Aether Dirt
aether_legacy:holystone, Holystone
aether_legacy:mossy_holystone, Mossy Holystone
aether_legacy:holystone_brick, Holystone Brick
aether_legacy:aercloud:0, Cold Aercloud
aether_legacy:aercloud:1, Blue Aercloud
aether_legacy:aercloud:2, Golden Aercloud
aether_legacy:aercloud:3, Pink Aercloud
aether_legacy:quicksoil, Quicksoil
aether_legacy:icestone, Icestone
aether_legacy:ambrosium_ore, Ambrosium Ore
aether_legacy:zanite_ore, Zanite Ore
aether_legacy:gravitite_ore, Gravitite Ore
aether_legacy:aether_leaves:0, Skyroot Leaves
aether_legacy:aether_leaves:1, Golden Oak Leaves
aether_legacy:aether_log:0, Skyroot Log
aether_legacy:aether_log:1, Golden Oak Log
aether_legacy:skyroot_plank, Skyroot Plank
aether_legacy:quicksoil_glass, Quicksoil Glass
aether_legacy:aerogel, Aerogel
aether_legacy:enchanted_gravitite, Enchanted Gravitite
aether_legacy:zanite_block, Zanite Block
aether_legacy:berry_bush, Berry Bush
aether_legacy:berry_bush_stem, Berry Bush Stem
aether_legacy:enchanter, Altar
aether_legacy:freezer, Freezer
aether_legacy:incubator, Incubator
aether_legacy:dungeon_block:0, Carved Stone
aether_legacy:dungeon_block:1, Sentry Stone
aether_legacy:dungeon_block:2, Angelic Stone
aether_legacy:dungeon_block:3, Light Angelic Stone
aether_legacy:dungeon_block:4, Hellfire Stone
aether_legacy:dungeon_block:5, Light Hellfire Stone
aether_legacy:locked_dungeon_block:0, Carved Stone
aether_legacy:locked_dungeon_block:1, Sentry Stone
aether_legacy:locked_dungeon_block:2, Angelic Stone
aether_legacy:locked_dungeon_block:3, Light Angelic Stone
aether_legacy:locked_dungeon_block:4, Hellfire Stone
aether_legacy:locked_dungeon_block:5, Light Hellfire Stone
aether_legacy:dungeon_trap:0, Carved Stone
aether_legacy:dungeon_trap:1, Sentry Stone
aether_legacy:dungeon_trap:2, Angelic Stone
aether_legacy:dungeon_trap:3, Light Angelic Stone
aether_legacy:dungeon_trap:4, Hellfire Stone
aether_legacy:dungeon_trap:5, Light Hellfire Stone
aether_legacy:aether_portal, Aether Portal
aether_legacy:ambrosium_torch, Ambrosium Torch
aether_legacy:chest_mimic, Chest Mimic
aether_legacy:treasure_chest, Treasure Chest
aether_legacy:purple_flower, Purple Flower
aether_legacy:white_flower, White Flower
aether_legacy:skyroot_sapling, Skyroot Sapling
aether_legacy:golden_oak_sapling, Golden Oak Sapling
aether_legacy:crystal_leaves:0, Crystal Leaves
aether_legacy:crystal_leaves:1, Crystal Fruit Leaves
aether_legacy:holiday_leaves:0, Holiday Leaves
aether_legacy:holiday_leaves:1, Decorated Holiday Leaves
aether_legacy:present, Present
aether_legacy:pillar, Pillar
aether_legacy:pillar_top, Pillar Top
aether_legacy:skyroot_fence, Skyroot Fence
aether_legacy:skyroot_fence_gate, Skyroot Fence Gate
aether_legacy:carved_wall, Carved Wall
aether_legacy:angelic_wall, Angelic Wall
aether_legacy:hellfire_wall, Hellfire Wall
aether_legacy:holystone_wall, Holystone Wall
aether_legacy:holystone_brick_wall, Holystone Brick Wall
aether_legacy:mossy_holystone_wall, Mossy Holystone Wall
aether_legacy:aerogel_wall, Aerogel Wall
aether_legacy:carved_stairs, Carved Stairs
aether_legacy:angelic_stairs, Angelic Stairs
aether_legacy:hellfire_stairs, Hellfire Stairs
aether_legacy:skyroot_stairs, Skyroot Stairs
aether_legacy:mossy_holystone_stairs, Mossy Holystone Stairs
aether_legacy:holystone_stairs, Holystone Stairs
aether_legacy:holystone_brick_stairs, Holystone Brick Stairs
aether_legacy:aerogel_stairs, Aerogel Stairs
aether_legacy:skyroot_double_slab, Skyroot Double Slab
aether_legacy:carved_double_slab, Carved Double Slab
aether_legacy:angelic_double_slab, Angelic Double Slab
aether_legacy:hellfire_double_slab, Hellfire Double Slab
aether_legacy:holystone_double_slab, Holystone Double Slab
aether_legacy:mossy_holystone_double_slab, Mossy Holystone Double Slab
aether_legacy:holystone_brick_double_slab, Holystone Brick Double Slab
aether_legacy:aerogel_double_slab, Aerogel Double Slab
aether_legacy:skyroot_slab:0, Skyroot Slab
aether_legacy:carved_slab:0, Carved Slab
aether_legacy:angelic_slab:0, Angelic Slab
aether_legacy:hellfire_slab:0, Hellfire Slab
aether_legacy:holystone_slab:0, Holystone Slab
aether_legacy:mossy_holystone_slab:0, Mossy Holystone Slab
aether_legacy:holystone_brick_slab:0, Holystone Brick Slab
aether_legacy:aerogel_slab:0, Aerogel Slab
aether_legacy:sun_altar, Sun Altar
aether_legacy:skyroot_bookshelf, Skyroot Bookshelf
aether_legacy:zanite_gemstone, Zanite Gemstone
aether_legacy:ambrosium_shard, Ambrosium Shard
aether_legacy:golden_amber, Golden Amber
aether_legacy:aechor_petal, Aechor Petal
aether_legacy:swetty_ball, Swet Ball
aether_legacy:skyroot_pickaxe, Skyroot Pickaxe
aether_legacy:skyroot_axe, Skyroot Axe
aether_legacy:skyroot_shovel, Skyroot Shovel
aether_legacy:holystone_pickaxe, Holystone Pickaxe
aether_legacy:holystone_axe, Holystone Axe
aether_legacy:holystone_shovel, Holystone Shovel
aether_legacy:zanite_pickaxe, Zanite Pickaxe
aether_legacy:zanite_axe, Zanite Axe
aether_legacy:zanite_shovel, Zanite Shovel
aether_legacy:gravitite_pickaxe, Gravitite Pickaxe
aether_legacy:gravitite_axe, Gravitite Axe
aether_legacy:gravitite_shovel, Gravitite Shovel
aether_legacy:valkyrie_pickaxe, Valkyrie Pickaxe
aether_legacy:valkyrie_axe, Valkyrie Axe
aether_legacy:valkyrie_shovel, Valkyrie Shovel
aether_legacy:zanite_helmet, Zanite Helmet
aether_legacy:zanite_chestplate, Zanite Chestplate
aether_legacy:zanite_leggings, Zanite Leggings
aether_legacy:zanite_boots, Zanite Boots
aether_legacy:gravitite_helmet, Gravitite Helmet
aether_legacy:gravitite_chestplate, Gravitite Chestplate
aether_legacy:gravitite_leggings, Gravitite Leggings
aether_legacy:gravitite_boots, Gravitite Boots
aether_legacy:neptune_helmet, Neptune Helmet
aether_legacy:neptune_chestplate, Neptune Chestplate
aether_legacy:neptune_leggings, Neptune Leggings
aether_legacy:neptune_boots, Neptune Boots
aether_legacy:phoenix_helmet, Phoenix Helmet
aether_legacy:phoenix_chestplate, Phoenix Chestplate
aether_legacy:phoenix_leggings, Phoenix Leggings
aether_legacy:phoenix_boots, Phoenix Boots
aether_legacy:obsidian_helmet, Obsidian Helmet
aether_legacy:obsidian_chestplate, Obsidian Chestplate
aether_legacy:obsidian_leggings, Obsidian Leggings
aether_legacy:obsidian_boots, Obsidian Boots
aether_legacy:valkyrie_helmet, Valkyrie Helmet
aether_legacy:valkyrie_chestplate, Valkyrie Chestplate
aether_legacy:valkyrie_leggings, Valkyrie Leggings
aether_legacy:valkyrie_boots, Valkyrie Boots
aether_legacy:blue_berry, Blue Berry
aether_legacy:enchanted_blueberry, Enchanted Berry
aether_legacy:white_apple, White Apple
aether_legacy:gummy_swet:0, Blue Gummy Swet
aether_legacy:gummy_swet:1, Golden Gummy Swet
aether_legacy:healing_stone, Healing Stone
aether_legacy:candy_cane, Candy Cane
aether_legacy:ginger_bread_man, Ginger Bread Man
aether_legacy:skyroot_stick, Skyroot Stick
aether_legacy:victory_medal, Victory Medal
aether_legacy:dungeon_key:0, Bronze Key
aether_legacy:dungeon_key:1, Silver Key
aether_legacy:dungeon_key:2, Golden Key
aether_legacy:skyroot_bucket:0, Skyroot Bucket
aether_legacy:skyroot_bucket:1, Skyroot Water Bucket
aether_legacy:skyroot_bucket:2, Skyroot Poison Bucket
aether_legacy:skyroot_bucket:3, Skyroot Remedy Bucket
aether_legacy:skyroot_bucket:4, Skyroot Milk Bucket
aether_legacy:cold_parachute, Cold Parachute
aether_legacy:golden_parachute, Golden Parachute
aether_legacy:moa_egg, item.moa_egg.name
aether_legacy:dart_shooter:0, Golden Dart Shooter
aether_legacy:dart_shooter:1, Poison Dart Shooter
aether_legacy:dart_shooter:2, Enchanted Dart Shooter
aether_legacy:phoenix_bow, Phoenix Bow
aether_legacy:dart:0, Golden Dart
aether_legacy:dart:1, Poison Dart
aether_legacy:dart:2, Enchanted Dart
aether_legacy:skyroot_sword, Skyroot Sword
aether_legacy:holystone_sword, Holystone Sword
aether_legacy:zanite_sword, Zanite Sword
aether_legacy:gravitite_sword, Gravitite Sword
aether_legacy:flaming_sword, Flaming Sword
aether_legacy:lightning_sword, Lightning Sword
aether_legacy:holy_sword, Holy Sword
aether_legacy:vampire_blade, Vampire Blade
aether_legacy:pig_slayer, Pig Slayer
aether_legacy:candy_cane_sword, Candy Cane Sword
aether_legacy:notch_hammer, Hammer of Notch
aether_legacy:leather_gloves, Leather Gloves
aether_legacy:iron_gloves, Iron Gloves
aether_legacy:golden_gloves, Golden Gloves
aether_legacy:chain_gloves, Chain Gloves
aether_legacy:diamond_gloves, Diamond Gloves
aether_legacy:zanite_gloves, Zanite Gloves
aether_legacy:gravitite_gloves, Gravitite Gloves
aether_legacy:neptune_gloves, Neptune Gloves
aether_legacy:phoenix_gloves, Phoenix Gloves
aether_legacy:obsidian_gloves, Obsidian Gloves
aether_legacy:valkyrie_gloves, Valkyrie Gloves
aether_legacy:iron_ring, Iron Ring
aether_legacy:golden_ring, Golden Ring
aether_legacy:zanite_ring, Zanite Ring
aether_legacy:ice_ring, Ice Ring
aether_legacy:iron_pendant, Iron Pendant
aether_legacy:golden_pendant, Golden Pendant
aether_legacy:zanite_pendant, Zanite Pendant
aether_legacy:ice_pendant, Ice Pendant
aether_legacy:red_cape, Red Cape
aether_legacy:blue_cape, Blue Cape
aether_legacy:yellow_cape, Yellow Cape
aether_legacy:white_cape, White Cape
aether_legacy:swet_cape, Swet Cape
aether_legacy:invisibility_cape, Invisibility Cloak
aether_legacy:agility_cape, Agility Cape
aether_legacy:valkyrie_cape, Valkyrie Cape
aether_legacy:golden_feather, Golden Feather
aether_legacy:regeneration_stone, Regeneration Stone
aether_legacy:iron_bubble, Iron Bubble
aether_legacy:life_shard, Life Shard
aether_legacy:cloud_staff, Cloud Staff
aether_legacy:nature_staff, Nature Staff
aether_legacy:lightning_knife, Lightning Knife
aether_legacy:valkyrie_lance, Valkyrie Lance
aether_legacy:sentry_boots, Sentry Boots
aether_legacy:aether_tune, Blue Music Disc
aether_legacy:ascending_dawn, Valkyrie Music Disc
aether_legacy:welcoming_skies, Welcoming Skies
aether_legacy:legacy, Legacy
aether_legacy:repulsion_shield, Shield of Repulsion
aether_legacy:lore_book, Book of Lore
aether_legacy:developer_stick, Developer Stick
aether_legacy:skyroot_bed_item, Skyroot Bed
aether_legacy:aether_portal_frame, Aether Portal Frame
astralsorcery:itemcraftingcomponent:0, Aquamarine
astralsorcery:itemcraftingcomponent:1, Starmetal Ingot
astralsorcery:itemcraftingcomponent:2, Stardust
astralsorcery:itemcraftingcomponent:3, Glass Lens
astralsorcery:itemcraftingcomponent:4, Resonating Gem
astralsorcery:itemcraftingcomponent:5, Parchment
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:iteminfusedglass, Infused Glass
astralsorcery:itemrockcrystalsimple:0, Rock Crystal
astralsorcery:itemtunedrockcrystal:0, Attuned Rock Crystal
astralsorcery:itemtunedrockcrystal:0, Attuned Rock Crystal
astralsorcery:itemtunedrockcrystal:0, Attuned Rock Crystal
astralsorcery:itemtunedrockcrystal:0, Attuned Rock Crystal
astralsorcery:itemtunedrockcrystal:0, Attuned Rock Crystal
astralsorcery:itemtunedrockcrystal:0, Attuned Rock Crystal
astralsorcery:itemtunedrockcrystal:0, Attuned Rock Crystal
astralsorcery:itemtunedrockcrystal:0, Attuned Rock Crystal
astralsorcery:itemtunedrockcrystal:0, Attuned Rock Crystal
astralsorcery:itemtunedrockcrystal:0, Attuned Rock Crystal
astralsorcery:itemtunedrockcrystal:0, Attuned Rock Crystal
astralsorcery:itemtunedrockcrystal:0, Attuned Rock Crystal
astralsorcery:itemcelestialcrystal:0, Celestial Crystal
astralsorcery:itemtunedcelestialcrystal:0, Attuned Celestial Crystal
astralsorcery:itemtunedcelestialcrystal:0, Attuned Celestial Crystal
astralsorcery:itemtunedcelestialcrystal:0, Attuned Celestial Crystal
astralsorcery:itemtunedcelestialcrystal:0, Attuned Celestial Crystal
astralsorcery:itemtunedcelestialcrystal:0, Attuned Celestial Crystal
astralsorcery:itemtunedcelestialcrystal:0, Attuned Celestial Crystal
astralsorcery:itemtunedcelestialcrystal:0, Attuned Celestial Crystal
astralsorcery:itemtunedcelestialcrystal:0, Attuned Celestial Crystal
astralsorcery:itemtunedcelestialcrystal:0, Attuned Celestial Crystal
astralsorcery:itemtunedcelestialcrystal:0, Attuned Celestial Crystal
astralsorcery:itemtunedcelestialcrystal:0, Attuned Celestial Crystal
astralsorcery:itemtunedcelestialcrystal:0, Attuned Celestial Crystal
astralsorcery:itemjournal, Astral Tome
astralsorcery:itemhandtelescope, Looking Glass
astralsorcery:itemlinkingtool, Linking Tool
astralsorcery:itemwand, Resonating Wand
astralsorcery:itemsextant, Sextant
astralsorcery:itemilluminationwand, Illumination Wand
astralsorcery:itemcoloredlens:0, Colored Lens
astralsorcery:itemcoloredlens:1, Colored Lens
astralsorcery:itemcoloredlens:2, Colored Lens
astralsorcery:itemcoloredlens:3, Colored Lens
astralsorcery:itemcoloredlens:4, Colored Lens
astralsorcery:itemcoloredlens:5, Colored Lens
astralsorcery:itemcoloredlens:6, Colored Lens
astralsorcery:itemskyresonator, Fosic Resonator
astralsorcery:itemshiftingstar, Shifting Star
astralsorcery:itemarchitectwand, Formation Wand
astralsorcery:itemexchangewand, Conversion Wand
astralsorcery:itemgrapplewand, Impulsion Wand
astralsorcery:itemusabledust:0, Illumination Powder
astralsorcery:itemusabledust:1, Nocturnal Powder
astralsorcery:itemknowledgeshare, Scroll of Written Expertise
astralsorcery:itemperkseal, Sealing Sigil
astralsorcery:itemknowledgefragment, Lucent Scroll
astralsorcery:itemfragmentcapsule, Shining Casing
astralsorcery:itemperkgem:0, Ourium Gem
astralsorcery:itemperkgem:1, Ilium Gem
astralsorcery:itemperkgem:2, Fengarum Gem
astralsorcery:itemcrystalpickaxe, Crystal Pickaxe
astralsorcery:itemcrystalshovel, Crystal Shovel
astralsorcery:itemcrystalaxe, Crystal Axe
astralsorcery:itemcrystalsword, Crystal Sword
astralsorcery:itemchargedcrystalaxe, Infused Crystal Axe
astralsorcery:itemchargedcrystalsword, Infused Crystal Sword
astralsorcery:itemchargedcrystalpickaxe, Infused Crystal Pickaxe
astralsorcery:itemchargedcrystalshovel, Infused Crystal Shovel
astralsorcery:itemcape, Mantle of Stars
astralsorcery:itemenchantmentamulet, Resplendent Prism
astralsorcery:blockmarblestairs, Marble Stairs
astralsorcery:blockflarelight, Volatile Flare
astralsorcery:blockvanishing, tile.blockvanishing.name
astralsorcery:blockchalice, Containment Chalice
astralsorcery:blockbore, Evershifting Fountain
astralsorcery:blockattunementaltar, Attunement Altar
astralsorcery:blockattunementrelay, Spectral Relay
astralsorcery:blockwell, Lightwell
astralsorcery:blockworldilluminator, Cave Illuminator
astralsorcery:blockfaketree, 
astralsorcery:blockstarlightinfuser, Starlight Infuser
astralsorcery:blockrituallink, Ritual Anchor
astralsorcery:blockportalnode, 
astralsorcery:blocktreebeacon, Tree Beacon
astralsorcery:blocktranslucentblock, Translucent Block
astralsorcery:blockmapdrawingtable, Stellar Refraction Table
astralsorcery:blockcelestialgateway, Celestial Gateway
astralsorcery:blockobservatory, Observatory
astralsorcery:blocklens, Lens
astralsorcery:blockprism, PrismLens
astralsorcery:blockmarbleslab:0, Marble Slab
astralsorcery:blockcustomore:0, Rock Crystal Ore
astralsorcery:blockcustomore:1, Starmetal Ore
astralsorcery:blockcustomsandore:0, Aquamarine Shale
astralsorcery:blockcustomflower:0, Faint Amaranth
astralsorcery:blockmarble:0, Marble
astralsorcery:blockmarble:1, Marble Bricks
astralsorcery:blockmarble:2, Marble Pillar
astralsorcery:blockmarble:3, Marble Arch
astralsorcery:blockmarble:4, Chiseled Marble
astralsorcery:blockmarble:5, Engraved Marble
astralsorcery:blockmarble:6, Runed Marble
astralsorcery:blockblackmarble:0, Sooty Marble
astralsorcery:blockblackmarble:1, Sooty Marble Bricks
astralsorcery:blockblackmarble:2, Sooty Marble Pillar
astralsorcery:blockblackmarble:3, Sooty Marble Arch
astralsorcery:blockblackmarble:4, Chiseled Sooty Marble
astralsorcery:blockblackmarble:5, Engraved Sooty Marble
astralsorcery:blockblackmarble:6, Runed Sooty Marble
astralsorcery:blockinfusedwood:0, Infused Wood
astralsorcery:blockinfusedwood:1, Infused Wood Planks
astralsorcery:blockinfusedwood:2, Infused Wood Column
astralsorcery:blockinfusedwood:3, Infused Wood Arch
astralsorcery:blockinfusedwood:4, Engraved Infused Wood
astralsorcery:blockinfusedwood:5, Enriched Infused Wood
astralsorcery:blockinfusedwood:6, Vibrant Infused Wood
astralsorcery:blockborehead:0, Neromantic Prime
astralsorcery:blockborehead:1, Fysallidic Prime
astralsorcery:blockmachine:0, Telescope
astralsorcery:blockmachine:1, Grindstone
astralsorcery:blockcelestialcrystals:0, Celestial Crystal Cluster
astralsorcery:blockcelestialcrystals:1, Celestial Crystal Cluster
astralsorcery:blockcelestialcrystals:2, Celestial Crystal Cluster
astralsorcery:blockcelestialcrystals:3, Celestial Crystal Cluster
astralsorcery:blockcelestialcrystals:4, Celestial Crystal Cluster
astralsorcery:blockgemcrystals:0, Gem Crystal Cluster
astralsorcery:blockgemcrystals:1, Gem Crystal Cluster
astralsorcery:blockgemcrystals:2, Gem Crystal Cluster
astralsorcery:blockgemcrystals:3, Gem Crystal Cluster
astralsorcery:blockgemcrystals:4, Gem Crystal Cluster
astralsorcery:blockstructural:0, Telescope
astralsorcery:blockritualpedestal, Ritual Pedestal
astralsorcery:blockaltar:0, Luminous Crafting Table
astralsorcery:blockaltar:1, Starlight Crafting Altar
astralsorcery:blockaltar:2, Celestial Altar
astralsorcery:blockaltar:3, Iridescent Altar
astralsorcery:blockcollectorcrystal:0, Floating Crystal
astralsorcery:blockcollectorcrystal:0, Floating Crystal
astralsorcery:blockcollectorcrystal:0, Floating Crystal
astralsorcery:blockcollectorcrystal:0, Floating Crystal
